ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.len,frame.len,frame.time,frame.time_relative,frame.protocols,frame.number,_ws.col.info,tcp.analysis.flags,tcp.analysis.retransmission,udp.length,http.request.method,http.request.uri,http.authbasic,http.user_agent,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.stream,tcp.urgent_pointer,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,udp.port,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.16","192.168.1.7","21","33334","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:29.412323963 Turquie","119.155835515","sll:ethertype:ip:tcp:ftp","82","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","31","55","3","0",,,,,"0.009697895","3.860177187","3.370526427"
"192.168.1.7","192.168.1.16","33334","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.412346868 Turquie","119.155858420","sll:ethertype:ip:tcp","83","33334 → 21 [ACK] Seq=31 Ack=77 Win=32128 Len=0 TSval=1729632570 TSecr=1323857",,,,,,,,"52","True","False",,,,"64","6","32128","77","31","3","0","0.000022905",,,,"0.000022905","3.860200092","0.000022905"
"192.168.1.7","192.168.1.16","33310","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.503080406 Turquie","119.246591958","sll:ethertype:ip:tcp:ftp","84","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","29","0","0",,,,,"0.090733538","3.952552966","0.100710180"
"192.168.1.7","192.168.1.16","33320","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.503130885 Turquie","119.246642437","sll:ethertype:ip:tcp:ftp","85","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","28","1","0",,,,,"0.000050479","3.951926082","0.100650232"
"192.168.1.16","192.168.1.7","21","33310","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.503468471 Turquie","119.246980023","sll:ethertype:ip:tcp","86","21 → 33310 [ACK] Seq=77 Ack=44 Win=5888 Len=0 TSval=1323866 TSecr=1729632661",,,,,,,,"52","True","False",,,,"64","6","5888","44","77","0","0","0.000388065",,,,"0.000337586","3.952941031","0.000388065"
"192.168.1.16","192.168.1.7","21","33320","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.503556878 Turquie","119.247068430","sll:ethertype:ip:tcp","87","21 → 33320 [ACK] Seq=77 Ack=43 Win=5888 Len=0 TSval=1323866 TSecr=1729632661",,,,,,,,"52","True","False",,,,"64","6","5888","43","77","1","0","0.000425993",,,,"0.000088407","3.952352075","0.000425993"
"192.168.1.16","192.168.1.7","21","33310","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:29.503867383 Turquie","119.247378935","sll:ethertype:ip:tcp:ftp","88","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","44","77","0","0",,,,,"0.000310505","3.953339943","0.000398912"
"192.168.1.7","192.168.1.16","33310","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.503882904 Turquie","119.247394456","sll:ethertype:ip:tcp","89","33310 → 21 [ACK] Seq=44 Ack=111 Win=32128 Len=0 TSval=1729632662 TSecr=1323866",,,,,,,,"52","True","False",,,,"64","6","32128","111","44","0","0","0.000015521",,,,"0.000015521","3.953355464","0.000015521"
"192.168.1.16","192.168.1.7","21","33320","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:29.503972767 Turquie","119.247484319","sll:ethertype:ip:tcp:ftp","90","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","43","77","1","0",,,,,"0.000089863","3.952767964","0.000415889"
"192.168.1.7","192.168.1.16","33320","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.503984443 Turquie","119.247495995","sll:ethertype:ip:tcp","91","33320 → 21 [ACK] Seq=43 Ack=111 Win=32128 Len=0 TSval=1729632662 TSecr=1323866",,,,,,,,"52","True","False",,,,"64","6","32128","111","43","1","0","0.000011676",,,,"0.000011676","3.952779640","0.000011676"
"192.168.1.7","192.168.1.16","33326","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.514185603 Turquie","119.257697155","sll:ethertype:ip:tcp:ftp","92","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","32","2","0",,,,,"0.010201160","3.962482546","0.111559535"
"192.168.1.16","192.168.1.7","21","33326","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.514453467 Turquie","119.257965019","sll:ethertype:ip:tcp","93","21 → 33326 [ACK] Seq=77 Ack=47 Win=5888 Len=0 TSval=1323867 TSecr=1729632672",,,,,,,,"52","True","False",,,,"64","6","5888","47","77","2","0","0.000267864",,,,"0.000267864","3.962750410","0.000267864"
"192.168.1.16","192.168.1.7","21","33326","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:29.514597061 Turquie","119.258108613","sll:ethertype:ip:tcp:ftp","94","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","47","77","2","0",,,,,"0.000143594","3.962894004","0.000143594"
"192.168.1.7","192.168.1.16","33326","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.514609727 Turquie","119.258121279","sll:ethertype:ip:tcp","95","33326 → 21 [ACK] Seq=47 Ack=111 Win=32128 Len=0 TSval=1729632673 TSecr=1323867",,,,,,,,"52","True","False",,,,"64","6","32128","111","47","2","0","0.000012666",,,,"0.000012666","3.962906670","0.000012666"
"192.168.1.7","192.168.1.16","33334","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.524416831 Turquie","119.267928383","sll:ethertype:ip:tcp:ftp","96","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","31","3","0",,,,,"0.009807104","3.972270055","0.112069963"
"192.168.1.16","192.168.1.7","21","33334","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.524745009 Turquie","119.268256561","sll:ethertype:ip:tcp","97","21 → 33334 [ACK] Seq=77 Ack=46 Win=5888 Len=0 TSval=1323868 TSecr=1729632682",,,,,,,,"52","True","False",,,,"64","6","5888","46","77","3","0","0.000328178",,,,"0.000328178","3.972598233","0.000328178"
"192.168.1.16","192.168.1.7","21","33334","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:29.524898667 Turquie","119.268410219","sll:ethertype:ip:tcp:ftp","98","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","46","77","3","0",,,,,"0.000153658","3.972751891","0.000153658"
"192.168.1.7","192.168.1.16","33334","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.524910753 Turquie","119.268422305","sll:ethertype:ip:tcp","99","33334 → 21 [ACK] Seq=46 Ack=111 Win=32128 Len=0 TSval=1729632683 TSecr=1323868",,,,,,,,"52","True","False",,,,"64","6","32128","111","46","3","0","0.000012086",,,,"0.000012086","3.972763977","0.000012086"
"192.168.1.7","192.168.1.16","33310","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.604517906 Turquie","119.348029458","sll:ethertype:ip:tcp:ftp","100","Request: PASS iloveyou",,,,,,,,"67","True","False",,,,"64","6","32128","111","44","0","0",,,,,"0.079607153","4.053990466","0.100635002"
"192.168.1.7","192.168.1.16","33320","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:29.604658501 Turquie","119.348170053","sll:ethertype:ip:tcp:ftp","101","Request: PASS princess",,,,,,,,"67","True","False",,,,"64","6","32128","111","43","1","0",,,,,"0.000140595","4.053453698","0.100674058"
"192.168.1.7","192.168.1.16","33326","21","0x0018","False","True","False","14","82","Apr  1, 2024 00:38:29.618740150 Turquie","119.362251702","sll:ethertype:ip:tcp:ftp","102","Request: PASS 1234567",,,,,,,,"66","True","False",,,,"64","6","32128","111","47","2","0",,,,,"0.014081649","4.067037093","0.104130423"
"192.168.1.7","192.168.1.16","33334","21","0x0018","False","True","False","14","82","Apr  1, 2024 00:38:29.626923178 Turquie","119.370434730","sll:ethertype:ip:tcp:ftp","103","Request: PASS rockyou",,,,,,,,"66","True","False",,,,"64","6","32128","111","46","3","0",,,,,"0.008183028","4.074776402","0.102012425"
"192.168.1.16","192.168.1.7","21","33310","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.641911142 Turquie","119.385422694","sll:ethertype:ip:tcp","104","21 → 33310 [ACK] Seq=111 Ack=59 Win=5888 Len=0 TSval=1323880 TSecr=1729632763",,,,,,,,"52","True","False",,,,"64","6","5888","59","111","0","0","0.037393236",,,,"0.014987964","4.091383702","0.037393236"
"192.168.1.16","192.168.1.7","21","33320","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.642004582 Turquie","119.385516134","sll:ethertype:ip:tcp","105","21 → 33320 [ACK] Seq=111 Ack=58 Win=5888 Len=0 TSval=1323880 TSecr=1729632763",,,,,,,,"52","True","False",,,,"64","6","5888","58","111","1","0","0.037346081",,,,"0.000093440","4.090799779","0.037346081"
"192.168.1.16","192.168.1.7","21","33326","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.651616846 Turquie","119.395128398","sll:ethertype:ip:tcp","106","21 → 33326 [ACK] Seq=111 Ack=61 Win=5888 Len=0 TSval=1323881 TSecr=1729632777",,,,,,,,"52","True","False",,,,"64","6","5888","61","111","2","0","0.032876696",,,,"0.009612264","4.099913789","0.032876696"
"192.168.1.16","192.168.1.7","21","33334","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:29.662084984 Turquie","119.405596536","sll:ethertype:ip:tcp","107","21 → 33334 [ACK] Seq=111 Ack=60 Win=5888 Len=0 TSval=1323882 TSecr=1729632785",,,,,,,,"52","True","False",,,,"64","6","5888","60","111","3","0","0.035161806",,,,"0.010468138","4.109938208","0.035161806"
,,,,,,,,,"140","Apr  1, 2024 00:38:29.994241511 Turquie","119.737753063","sll:ethertype:ipv6:udp:dhcpv6","108","Solicit XID: 0x510b02 CID: 000440884315aa727eefd9aa363c970ecac3 ",,,"84",,,,,,,,,,,,,,,,,,,,,"546","0.332156527",,
,,,,,,,,,"80","Apr  1, 2024 00:38:32.314383676 Turquie","122.057895228","sll:ethertype:ipv6:icmpv6","109","Router Advertisement from 34:e8:94:18:b3:a6",,,,,,,,,,,,,,,,,,,,,,,,,"2.320142165",,
"192.168.1.16","192.168.1.7","21","33310","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:32.562417163 Turquie","122.305928715","sll:ethertype:ip:tcp:ftp","110","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","59","111","0","0",,,,,"0.248033487","7.011889723","2.920506021"
"192.168.1.7","192.168.1.16","33310","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.562444145 Turquie","122.305955697","sll:ethertype:ip:tcp","111","33310 → 21 [ACK] Seq=59 Ack=133 Win=32128 Len=0 TSval=1729635720 TSecr=1324172",,,,,,,,"52","True","False",,,,"64","6","32128","133","59","0","0","0.000026982",,,,"0.000026982","7.011916705","0.000026982"
"192.168.1.16","192.168.1.7","21","33326","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:32.562618862 Turquie","122.306130414","sll:ethertype:ip:tcp:ftp","112","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","61","111","2","0",,,,,"0.000174717","7.010915805","2.911002016"
"192.168.1.7","192.168.1.16","33326","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.562629497 Turquie","122.306141049","sll:ethertype:ip:tcp","113","33326 → 21 [ACK] Seq=61 Ack=133 Win=32128 Len=0 TSval=1729635721 TSecr=1324172",,,,,,,,"52","True","False",,,,"64","6","32128","133","61","2","0","0.000010635",,,,"0.000010635","7.010926440","0.000010635"
"192.168.1.16","192.168.1.7","21","33320","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:32.562848382 Turquie","122.306359934","sll:ethertype:ip:tcp:ftp","114","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","58","111","1","0",,,,,"0.000218885","7.011643579","2.920843800"
"192.168.1.7","192.168.1.16","33320","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.562855890 Turquie","122.306367442","sll:ethertype:ip:tcp","115","33320 → 21 [ACK] Seq=58 Ack=133 Win=32128 Len=0 TSval=1729635721 TSecr=1324172",,,,,,,,"52","True","False",,,,"64","6","32128","133","58","1","0","0.000007508",,,,"0.000007508","7.011651087","0.000007508"
"192.168.1.16","192.168.1.7","21","33334","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:32.572116837 Turquie","122.315628389","sll:ethertype:ip:tcp:ftp","116","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","60","111","3","0",,,,,"0.009260947","7.019970061","2.910031853"
"192.168.1.7","192.168.1.16","33334","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.572138765 Turquie","122.315650317","sll:ethertype:ip:tcp","117","33334 → 21 [ACK] Seq=60 Ack=133 Win=32128 Len=0 TSval=1729635730 TSecr=1324173",,,,,,,,"52","True","False",,,,"64","6","32128","133","60","3","0","0.000021928",,,,"0.000021928","7.019991989","0.000021928"
"192.168.1.7","192.168.1.16","33320","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:32.663759866 Turquie","122.407271418","sll:ethertype:ip:tcp:ftp","118","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","58","1","0",,,,,"0.091621101","7.112555063","0.100903976"
"192.168.1.7","192.168.1.16","33310","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:32.663927614 Turquie","122.407439166","sll:ethertype:ip:tcp:ftp","119","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","59","0","0",,,,,"0.000167748","7.113400174","0.101483469"
"192.168.1.16","192.168.1.7","21","33320","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.664017101 Turquie","122.407528653","sll:ethertype:ip:tcp","120","21 → 33320 [ACK] Seq=133 Ack=73 Win=5888 Len=0 TSval=1324182 TSecr=1729635822",,,,,,,,"52","True","False",,,,"64","6","5888","73","133","1","0","0.000257235",,,,"0.000089487","7.112812298","0.000257235"
"192.168.1.16","192.168.1.7","21","33310","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.664122453 Turquie","122.407634005","sll:ethertype:ip:tcp","121","21 → 33310 [ACK] Seq=133 Ack=74 Win=5888 Len=0 TSval=1324182 TSecr=1729635822",,,,,,,,"52","True","False",,,,"64","6","5888","74","133","0","0","0.000194839",,,,"0.000105352","7.113595013","0.000194839"
"192.168.1.16","192.168.1.7","21","33320","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:32.664243953 Turquie","122.407755505","sll:ethertype:ip:tcp:ftp","122","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","73","133","1","0",,,,,"0.000121500","7.113039150","0.000226852"
"192.168.1.7","192.168.1.16","33320","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.664254162 Turquie","122.407765714","sll:ethertype:ip:tcp","123","33320 → 21 [ACK] Seq=73 Ack=167 Win=32128 Len=0 TSval=1729635822 TSecr=1324182",,,,,,,,"52","True","False",,,,"64","6","32128","167","73","1","0","0.000010209",,,,"0.000010209","7.113049359","0.000010209"
"192.168.1.16","192.168.1.7","21","33310","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:32.664330074 Turquie","122.407841626","sll:ethertype:ip:tcp:ftp","124","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","74","133","0","0",,,,,"0.000075912","7.113802634","0.000207621"
"192.168.1.7","192.168.1.16","33310","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.664337004 Turquie","122.407848556","sll:ethertype:ip:tcp","125","33310 → 21 [ACK] Seq=74 Ack=167 Win=32128 Len=0 TSval=1729635822 TSecr=1324182",,,,,,,,"52","True","False",,,,"64","6","32128","167","74","0","0","0.000006930",,,,"0.000006930","7.113809564","0.000006930"
"192.168.1.7","192.168.1.16","33326","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:32.673860116 Turquie","122.417371668","sll:ethertype:ip:tcp:ftp","126","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","61","2","0",,,,,"0.009523112","7.122157059","0.111230619"
"192.168.1.16","192.168.1.7","21","33326","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.674118420 Turquie","122.417629972","sll:ethertype:ip:tcp","127","21 → 33326 [ACK] Seq=133 Ack=76 Win=5888 Len=0 TSval=1324183 TSecr=1729635832",,,,,,,,"52","True","False",,,,"64","6","5888","76","133","2","0","0.000258304",,,,"0.000258304","7.122415363","0.000258304"
"192.168.1.16","192.168.1.7","21","33326","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:32.674242392 Turquie","122.417753944","sll:ethertype:ip:tcp:ftp","128","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","76","133","2","0",,,,,"0.000123972","7.122539335","0.000123972"
"192.168.1.7","192.168.1.16","33326","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.674253444 Turquie","122.417764996","sll:ethertype:ip:tcp","129","33326 → 21 [ACK] Seq=76 Ack=167 Win=32128 Len=0 TSval=1729635832 TSecr=1324183",,,,,,,,"52","True","False",,,,"64","6","32128","167","76","2","0","0.000011052",,,,"0.000011052","7.122550387","0.000011052"
"192.168.1.7","192.168.1.16","33334","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:32.674294449 Turquie","122.417806001","sll:ethertype:ip:tcp:ftp","130","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","60","3","0",,,,,"0.000041005","7.122147673","0.102155684"
"192.168.1.16","192.168.1.7","21","33334","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.674511695 Turquie","122.418023247","sll:ethertype:ip:tcp","131","21 → 33334 [ACK] Seq=133 Ack=75 Win=5888 Len=0 TSval=1324183 TSecr=1729635832",,,,,,,,"52","True","False",,,,"64","6","5888","75","133","3","0","0.000217246",,,,"0.000217246","7.122364919","0.000217246"
"192.168.1.16","192.168.1.7","21","33334","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:32.674637838 Turquie","122.418149390","sll:ethertype:ip:tcp:ftp","132","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","75","133","3","0",,,,,"0.000126143","7.122491062","0.000126143"
"192.168.1.7","192.168.1.16","33334","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.674644463 Turquie","122.418156015","sll:ethertype:ip:tcp","133","33334 → 21 [ACK] Seq=75 Ack=167 Win=32128 Len=0 TSval=1729635833 TSecr=1324183",,,,,,,,"52","True","False",,,,"64","6","32128","167","75","3","0","0.000006625",,,,"0.000006625","7.122497687","0.000006625"
"192.168.1.7","192.168.1.16","33310","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:32.765219403 Turquie","122.508730955","sll:ethertype:ip:tcp:ftp","134","Request: PASS 12345678",,,,,,,,"67","True","False",,,,"64","6","32128","167","74","0","0",,,,,"0.090574940","7.214691963","0.100882399"
"192.168.1.7","192.168.1.16","33320","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:38:32.765273486 Turquie","122.508785038","sll:ethertype:ip:tcp:ftp","135","Request: PASS abc123",,,,,,,,"65","True","False",,,,"64","6","32128","167","73","1","0",,,,,"0.000054083","7.214068683","0.101019324"
"192.168.1.7","192.168.1.16","33326","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:38:32.775674467 Turquie","122.519186019","sll:ethertype:ip:tcp:ftp","136","Request: PASS nicole",,,,,,,,"65","True","False",,,,"64","6","32128","167","76","2","0",,,,,"0.010400981","7.223971410","0.101421023"
"192.168.1.7","192.168.1.16","33334","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:38:32.775761347 Turquie","122.519272899","sll:ethertype:ip:tcp:ftp","137","Request: PASS daniel",,,,,,,,"65","True","False",,,,"64","6","32128","167","75","3","0",,,,,"0.000086880","7.223614571","0.101116884"
"192.168.1.16","192.168.1.7","21","33310","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.802060227 Turquie","122.545571779","sll:ethertype:ip:tcp","138","21 → 33310 [ACK] Seq=167 Ack=89 Win=5888 Len=0 TSval=1324196 TSecr=1729635923",,,,,,,,"52","True","False",,,,"64","6","5888","89","167","0","0","0.036840824",,,,"0.026298880","7.251532787","0.036840824"
"192.168.1.16","192.168.1.7","21","33320","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.802060430 Turquie","122.545571982","sll:ethertype:ip:tcp","139","21 → 33320 [ACK] Seq=167 Ack=86 Win=5888 Len=0 TSval=1324196 TSecr=1729635923",,,,,,,,"52","True","False",,,,"64","6","5888","86","167","1","0","0.036786944",,,,"0.000000203","7.250855627","0.036786944"
"192.168.1.16","192.168.1.7","21","33326","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.813027060 Turquie","122.556538612","sll:ethertype:ip:tcp","140","21 → 33326 [ACK] Seq=167 Ack=89 Win=5888 Len=0 TSval=1324197 TSecr=1729635934",,,,,,,,"52","True","False",,,,"64","6","5888","89","167","2","0","0.037352593",,,,"0.010966630","7.261324003","0.037352593"
"192.168.1.16","192.168.1.7","21","33334","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:32.813027254 Turquie","122.556538806","sll:ethertype:ip:tcp","141","21 → 33334 [ACK] Seq=167 Ack=88 Win=5888 Len=0 TSval=1324197 TSecr=1729635934",,,,,,,,"52","True","False",,,,"64","6","5888","88","167","3","0","0.037265907",,,,"0.000000194","7.260880478","0.037265907"
